category,description,title,brand,rank,price,productID
"['Books', 'Literature & Fiction', 'Contemporary']",['Summer Garden'],The Summer Garden,Visit Amazon's Paullina Simons Page,"4,261,969 in Books (",$12.34,0007162499
"['Books', 'Mystery, Thriller & Suspense', 'Thrillers & Suspense']","[""Mantel's prescient and haunting novel of life in Saudi Arabia. 'Horrifyingly gripping. It urges the reader to suspend normal life entirely until the book is read.' Grace Ingoldby, Sunday Times Frances Shore is a cartographer by trade, a maker of maps, but when her husband's work takes her to Saudi Arabia she finds herself unable to map the Kingdom's areas of internal darkness. The regime is corrupt and harsh, the expatriates are hard-drinking money-grubbers, and her Muslim neighbours are secretive, watchful. The streets are not a woman's territory; confined in her flat, she finds her sense of self begin to dissolve. She hears whispers, sounds of distress from the 'empty' flat above her head. She has only rumours, no facts to hang on to, and no one with whom to share her creeping unease. As her days empty of certainty and purpose, her life becomes a blank -- waiting to be filled by violence and disaster.""]",Eight Months on Ghazzah Street,Visit Amazon's Hilary Mantel Page,"5,478,174 in Books (",$12.52,0007172915
"['Books', 'Literature & Fiction', 'Contemporary']",['Scared to Live'],Scared to Live,Visit Amazon's Stephen Booth Page,"5,944,053 in Books (",$15.86,0007172109
"['Books', 'Literature & Fiction', 'Genre Fiction']","['Another Robert Parker, addictive as candy.']",California Girl,Visit Amazon's T. Jefferson Parker Page,"13,638,512 in Books (",$141.98,0007176325
"['Books', ""Children's Books"", 'Literature & Fiction']","['', 'Theodor Seuss Giesel  better known to millions of his fans as Dr. Seuss  was born the son of a park superintendant in Springfield, Massachusetts, in 1904. After studying at Dartmouth College, New Hampshire, and later at Oxford University in England, he became a magazine humourist and cartoonist, and an advertising man. He soon turned his many talents to writing childrens books, and his first book  And To Think That I Saw It On Mulberry Street  was published in 1937. His greatest claim to fame was the one and only The Cat in the Hat, published in 1957, the first of a hugely successful range of early learning books.']",Yertle the Turtle and Other Stories: Yellow Back Book (Dr Seuss - Yellow Back Book),Visit Amazon's Dr. Seuss Page,"1,554,701 in Books (",$25.34,0007173148
"['Books', 'Biographies & Memoirs', 'Specific Groups']","[""Azar Nafisi is a professor at John Hopkins University. She has written for the New York Times, the Washington Post and the Wall Street Journal among others, and is the author of Anti-Terra: A Critical Study of Vladimir Nabokov's Novels. She lives in Washington D.C. with her husband and two children.""]",Reading &quot;Lolita&quot; in Tehran: A Memoir in Books,Visit Amazon's Azar Nafisi Page,"2,492,741 in Books (",$7.95,0007178484
"['Books', 'Mystery, Thriller & Suspense', 'Mystery']",[],The Death Collectors,Visit Amazon's Jack Kerley Page,"3,365,172 in Books (",$23.47,0007180616
"['Books', 'Literature & Fiction', 'Action & Adventure']","['Sm Quarto, , PP.371,']",PEOPLE OF THE BOOK,Visit Amazon's Geraldine Brooks Page,"5,570,316 in Books (",$15.99,0007177437
"['Books', 'Literature & Fiction', 'Classics']","[""The first Miss Marple novel. The first of a new-look series of audio books for the 21st century. Beautifully re-packaged with stunning new cover illustrations and design that rival some of the best jackets and audio collections out there! Story telling at it's best, that makes them a delight to listen to. 'Anyone who murdered Colonel Protheroe,' declared the parson, brandishing a carving knife above a joint of roast beef, 'would be doing the world at large a service!' It was a careless remark for a man of the cloth. And one which was to come back and haunt the clergyman just a few hours later. From seven potential murderers, Miss Marple must seek out the suspect who has both motive and opportunity.""]",The Murder at the Vicarage Complete &amp; Unabridged,Visit Amazon's Agatha Christie Page,"1,677,282 in Books (",$43.52,0007179448
[],[],Warsaw 1944: The Fateful Uprising,,"7,629,106 in Books (",$74.86,0007180411
"['Books', 'Literature & Fiction', 'Genre Fiction']","[""A novel of the American West narrates the story of a dying man's attempts to make peace with his daughter, their struggle to rescue his granddaughter from renegades and slave traders, and his lifelong search for inner peace. The Last Ride is the story of Maggie Gilkeson, a young woman raising her two daughters in an isolated and lawless wilderness. When her oldest daughter is kidnapped by a psychopathic killer with mystical powers, Maggie is forced to re-unite with her long estranged father to rescue her. The killer and his brutal cult of desperados have kidnapped several other teenage girls, leaving a trail of death and horror across the desolate landscape of the American Southwest. Maggie and her father are in a race against time to catch up with the renegades and save her daughter, before they cross the Mexican border and disappear forever. The Last Ride is the story of a race against time and death, a powerful tale of rescue and reconciliation that provides a haunting insight into our instincts of kinship and need for beliefs.""]",Last Ride,Thomas Eidson,"457,397 in Books (",$20.19,0007181353
"['Books', 'Teen & Young Adult', 'Literature & Fiction']","[""Louis Sachar was born in New York and has published many successful children's books in the USA. Holes was the first of his novels to be published in the UK with tremendous success, both in schools and at home. There's a Boy in the Girl's Bathroom is the second of his novels to be published in Britain.""]",Theres a Boy in the Girls Bathroom (Collins Readers),Visit Amazon's Louis Sachar Page,"16,740,425 in Books (",,0007178638
"['Books', 'History', 'Europe']",['Francis Pryor is President of the Council for British Archaeology.'],"Britain AD: A Quest for Arthur, England and the Anglo-Saxons",Visit Amazon's Francis Pryor Page,"2,771,818 in Books (",$57.29,0007181868
"['Books', 'Literature & Fiction', 'Classics']","[""The hauntingly prophetic classic novel set in a not-too-distant future where books are burned by a special task force of firemen. Guy Montag is a fireman. His job is to burn books, which are forbidden, being the source of all discord and unhappiness. Even so, Montag is unhappy; there is discord in his marriage. Are books hidden in his house? The Mechanical Hound of the Fire Department, armed with a lethal hypodermic, escorted by helicopters, is ready to track down those dissidents who defy society to preserve and read books. The classic novel of a post-literate future, 'Fahrenheit 451' stands alongside Orwell's '1984' and Huxley's 'Brave New World' as a prophetic account of Western civilization's enslavement by the media, drugs and conformity. Bradbury's powerful and poetic prose combines with uncanny insight into the potential of technology to create a novel which over fifty years from first publication, still has the power to dazzle and shock.""]",Fahrenheit 451,Visit Amazon's Ray Bradbury Page,"4,706,708 in Books (",,0007181701
"['Books', 'Literature & Fiction', 'Genre Fiction']",[],THE HUNDREDTH MAN,Visit Amazon's Jack Kerley Page,"7,076,066 in Books (",$28.44,0007181582
"['Books', ""Children's Books"", 'Literature & Fiction']","['', 'Dr. Seuss ignites a childs imagination with his mischievous characters and zany verses.<br/>The Express', '', 'Theodor Seuss Geisel  better known to millions of his fans as Dr. Seuss  was born the son of a park superintendent in Springfield, Massachusetts, in 1904. After studying at Dartmouth College, New Hampshire, and later at Oxford University in England, he became a magazine humorist and cartoonist, and an advertising man. He soon turned his many talents to writing childrens books, and his first book  And To Think That I Saw It On Mulberry Street  was published in 1937. His greatest claim to fame was the one and only The Cat in the Hat, published in 1957, the first of a hugely successful range of early learning books known as Beginner Books.']",Wacky Wednesday: Green Back Book (Dr Seuss - Green Back Book),Visit Amazon's Dr. Seuss Page,"2,839,598 in Books (",$26.29,0007175167
"['Books', 'Literature & Fiction']","[""It's 1943 and Lily Tregenza lives on a farm in the idyllic seaside village of Slapton. Apart from her father being away, and the 'townie' evacuees at school, her life is scarcely touched by the war. Until one day, when Lily and her family, along with 3000 other villagers, are told to move out of their homes: lock, stock, and barrel. Soon, the whole area is out of bounds, as the Allied forces practise their landings for D-day, preparing to invade France. But Tips, Lily's adored cat, has other ideas; barbed wire and keep-out signs mean nothing to her, nor does the danger of guns and bombs. Frantic to find her, Lily makes friends with two young American soldiers, who promise to help her. But will she ever see her cat again? Lily decides to cross the wire into the danger zone to look for Tips herself. Now, many years later, as Michael is reading his Grandma Lily's diary, he learns about The Amazing Story of Adolphus Tips, and wonders how one adventurous cat could still affect their lives 60 years later.""]",The Amazing Story of Adolphus Tips,Visit Amazon's Michael Morpurgo Page,"494,604 in Books (",$5.99,0007182465
